Player,Champion,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,Team
Canna,Jax,TOP,17,3,2,4,3.5,307,16.0,,9.0,14277,419,24.7%,51.0,23.0,8.0,13.0,12,1.5,0.67,0.38,0.23,14.5%,15439,8414,6720,305,453,20.8%,0.21,70%,,0.0,0.0,0.0,0.0,324.0,15.0,694.0,1.0,0,9247.0,9247,7309.0,0,25576.0,0,13.0,195,27715.0,48,15,32,0,100,Dplus KIA
Canyon,Vi,JUNGLE,15,1,5,5,1.2,201,191.0,,5.9,10337,303,17.9%,56.0,16.0,9.0,15.0,15,1.64,0.47,0.44,0.26,15.9%,5410,5061,0,349,159,7.3%,0.18,60%,,0.0,0.0,0.0,0.0,-29.0,-23.0,-745.0,0.0,0,0.0,0,10818.0,0,29344.0,0,14.0,381,26996.0,122,16,32,0,0,Dplus KIA
ShowMaker,Annie,MID,14,1,4,3,1,229,4.0,,6.7,10864,319,18.8%,53.0,15.0,16.0,13.0,11,1.55,0.44,0.38,0.47,15.1%,10937,845,9628,464,321,14.8%,0.12,40%,,0.0,0.0,0.0,0.0,-1295.0,-30.0,-1038.0,-1.0,0,0.0,0,1068.0,0,11014.0,377,17.0,309,14300.0,109,15,32,0,0,Dplus KIA
Deft,Varus,ADC,16,5,2,3,4,322,4.0,,9.4,15188,445,26.3%,92.0,43.0,21.0,7.0,7,2.7,1.26,0.21,0.62,26.1%,38192,31924,5671,597,1120,51.6%,0.23,80%,,0.0,0.0,1.0,0.0,-440.0,-13.0,-858.0,-1.0,0,1112.0,1112,4268.0,0,11125.0,0,41.0,555,18954.0,43,13,33,700,500,Dplus KIA
Bible,Alistar,SUPPORT,12,0,6,8,1.3,31,0.0,,0.9,7028,206,12.2%,100.0,57.0,6.0,21.0,18,2.93,1.67,0.62,0.18,28.4%,4082,347,2693,1042,120,5.5%,0.23,80%,,0.0,0.0,0.0,0.0,-237.0,3.0,215.0,0.0,0,0.0,0,3609.0,2204,23048.0,0,31.0,140,16352.0,104,23,38,0,0,Dplus KIA
kingen,Renekton,TOP,17,4,2,9,6.5,268,16.0,,7.9,14596,428,21.5%,54.0,15.0,15.0,9.0,9,1.58,0.44,0.26,0.44,14.8%,13823,11165,2598,60,405,17.8%,0.38,72.2%,,1.0,0.0,0.0,0.0,-324.0,-15.0,-694.0,-1.0,0,1977.0,1977,13047.0,0,25082.0,0,11.0,61,29475.0,66,10,30,100,0,HLE
Grizzly,Maokai,JUNGLE,15,1,3,13,4.7,195,173.0,,5.7,11580,340,17%,60.0,13.0,13.0,13.0,11,1.76,0.38,0.38,0.38,16.5%,16413,627,15684,102,481,21.2%,0.41,77.8%,,0.0,0.0,0.0,0.0,29.0,23.0,745.0,0.0,0,620.0,620,24670.0,3237,45899.0,0,48.0,662,35614.0,63,14,31,0,0,HLE
Zeka,Jayce,MID,18,8,1,7,15,309,16.0,,9.1,16370,480,24.1%,73.0,20.0,11.0,7.0,7,2.14,0.59,0.21,0.32,20.1%,25888,21872,3971,45,759,33.4%,0.44,83.3%,,3.0,0.0,0.0,0.0,1295.0,30.0,1038.0,1.0,0,9281.0,9281,1845.0,0,10359.0,0,7.0,139,13600.0,38,8,29,0,600,HLE
Viper,Xayah,ADC,17,4,1,11,15,359,40.0,,10.5,16442,482,24.2%,54.0,19.0,17.0,7.0,7,1.58,0.56,0.21,0.5,14.8%,17581,17581,0,0,516,22.7%,0.44,83.3%,,0.0,0.0,0.0,0.0,440.0,13.0,858.0,1.0,0,5960.0,5960,5956.0,0,10302.0,0,12.0,60,12793.0,38,12,33,250,100,HLE
Life,Rell,SUPPORT,14,1,3,15,5.3,39,2.0,,1.1,9057,266,13.3%,123.0,68.0,19.0,23.0,22,3.61,1.99,0.67,0.56,33.8%,3779,331,2778,670,111,4.9%,0.47,88.9%,,0.0,0.0,0.0,0.0,237.0,-3.0,-215.0,0.0,0,759.0,759,1954.0,0,12907.0,0,27.0,107,13366.0,70,25,40,0,0,HLE
DnDn,K'Sante,TOP,18,1,1,6,7,266,0.0,,8.0,13450,404,20.7%,39.0,21.0,7.0,12.0,11,1.17,0.63,0.36,0.21,12.9%,9863,7417,1830,616,296,12%,0.21,53.8%,,0.0,0.0,0.0,0.0,52.0,-13.0,-264.0,0.0,0,3396.0,3396,4714.0,0,46121.0,499,20.0,2429,23277.0,0,13,36,50,0,NS
Sylvie,Wukong,JUNGLE,16,5,3,6,3.7,167,135.0,,5.0,13445,404,20.7%,68.0,13.0,15.0,12.0,11,2.04,0.39,0.36,0.45,22.4%,15270,12813,1555,902,459,18.6%,0.33,84.6%,1.0,0.0,0.0,0.0,0.0,8.0,-7.0,283.0,0.0,0,7250.0,7250,15509.0,0,34255.0,0,17.0,148,35471.0,100,13,34,650,0,NS
FIESTA,Seraphine,MID,17,3,1,6,9,266,4.0,,8.0,13951,419,21.5%,36.0,18.0,7.0,8.0,7,1.08,0.54,0.24,0.21,11.9%,22857,1217,21157,483,686,27.8%,0.27,69.2%,,0.0,0.0,0.0,0.0,-470.0,-5.0,-296.0,0.0,0,6424.0,6424,16360.0,12851,10824.0,11625,39.0,275,13557.0,35,11,28,500,0,NS
Jiwoo,Xayah,ADC,16,3,3,7,3.3,326,32.0,,9.8,15358,461,23.6%,56.0,14.0,19.0,6.0,6,1.68,0.42,0.18,0.57,18.5%,28311,27938,43,330,850,34.5%,0.3,76.9%,,0.0,0.0,0.0,0.0,-1709.0,-29.0,-925.0,-1.0,0,6709.0,6709,6969.0,657,13011.0,0,15.0,70,19939.0,67,11,33,100,0,NS
Peter,Rakan,SUPPORT,14,1,1,9,10,37,0.0,,1.1,8755,263,13.5%,104.0,57.0,8.0,19.0,17,3.12,1.71,0.57,0.24,34.3%,5862,925,3909,1028,176,7.1%,0.3,76.9%,,0.0,0.0,0.0,0.0,-877.0,11.0,-406.0,-1.0,0,1126.0,1126,10147.0,6359,23373.0,4083,25.0,48,17349.0,27,22,40,0,0,NS
Kiin,Aatrox,TOP,17,1,3,1,0.7,302,12.0,,9.1,11953,359,20%,42.0,12.0,11.0,5.0,5,1.26,0.36,0.15,0.33,13.9%,12590,12590,0,0,378,14.8%,0.06,22.2%,,0.0,0.0,0.0,0.0,-52.0,13.0,264.0,0.0,0,969.0,969,11427.0,0,28847.0,0,17.0,223,29993.0,122,7,22,0,100,KT
Cuzz,Sejuani,JUNGLE,14,1,2,7,4,185,160.0,,5.6,9937,298,16.6%,71.0,13.0,17.0,10.0,10,2.13,0.39,0.3,0.51,23.4%,12178,6433,5269,476,366,14.3%,0.24,88.9%,,0.0,0.0,0.0,0.0,-8.0,7.0,-283.0,0.0,0,0.0,0,17397.0,3039,71095.0,0,31.0,425,36880.0,87,12,28,0,0,KT
Bdd,Azir,MID,17,4,3,3,2.3,337,25.0,,10.1,14892,447,24.9%,25.0,17.0,2.0,5.0,5,0.75,0.51,0.15,0.06,8.3%,26458,149,26309,0,795,31.1%,0.21,77.8%,,0.0,0.0,0.0,0.0,470.0,5.0,296.0,0.0,0,5126.0,5126,1778.0,0,14128.0,0,13.0,244,17644.0,83,7,23,0,600,KT
Aiming,Aphelios,ADC,16,3,3,5,2.7,355,42.0,,10.7,15245,458,25.5%,53.0,12.0,19.0,1.0,1,1.59,0.36,0.03,0.57,17.5%,27604,25594,1435,575,829,32.5%,0.24,88.9%,,1.0,0.0,0.0,0.0,1709.0,29.0,925.0,1.0,0,3840.0,3840,4239.0,0,22061.0,0,25.0,339,14358.0,79,3,28,0,600,KT
Lehends,Lulu,SUPPORT,13,0,2,9,4.5,27,1.0,,0.8,7847,236,13.1%,112.0,57.0,14.0,17.0,16,3.36,1.71,0.51,0.42,37%,6134,1245,4889,0,184,7.2%,0.27,100%,,0.0,0.0,0.0,0.0,877.0,-11.0,406.0,1.0,0,982.0,982,1916.0,667,5601.0,6679,43.0,368,9081.0,45,19,33,0,0,KT
Kiin,Fiora,TOP,18,3,0,9,Perfect KDA,281,16.0,,10.1,13104,471,22.6%,33.0,11.0,6.0,5.0,3,1.19,0.4,0.18,0.22,13.3%,19630,11664,2539,5427,706,26.3%,0.43,66.7%,,0.0,0.0,0.0,0.0,1287.0,23.0,993.0,1.0,0,10492.0,10492,14358.0,1889,23434.0,0,8.0,95,25366.0,0,7,21,0,0,KT
Cuzz,Viego,JUNGLE,15,4,0,10,Perfect KDA,204,166.0,,7.3,11959,430,20.6%,56.0,10.0,15.0,9.0,6,2.01,0.36,0.32,0.54,22.5%,14259,10860,2378,1021,513,19.1%,0.5,77.8%,,1.0,0.0,0.0,0.0,219.0,15.0,670.0,1.0,0,1557.0,1557,18538.0,10,26544.0,173,17.0,295,26625.0,0,8,22,0,0,KT
Bdd,Annie,MID,15,2,2,12,7,223,0.0,,8.0,10976,395,18.9%,26.0,13.0,3.0,9.0,7,0.94,0.47,0.32,0.11,10.4%,14071,1233,12838,0,506,18.8%,0.5,77.8%,,0.0,0.0,0.0,0.0,-392.0,9.0,-68.0,0.0,0,2475.0,2475,978.0,0,8704.0,2387,20.0,316,12047.0,38,12,28,0,50,KT
Aiming,Kai'Sa,ADC,15,9,2,5,7,275,20.0,,9.9,14724,530,25.4%,35.0,11.0,10.0,3.0,2,1.26,0.4,0.11,0.36,14.1%,22068,9358,12378,332,794,29.5%,0.5,77.8%,,2.0,0.0,0.0,0.0,1511.0,27.0,184.0,1.0,0,10562.0,10562,3255.0,0,7382.0,0,4.0,72,12094.0,45,4,24,0,950,KT
Lehends,Nautilus,SUPPORT,12,0,2,10,5,34,0.0,,1.2,7253,261,12.5%,99.0,42.0,12.0,12.0,12,3.56,1.51,0.43,0.43,39.8%,4744,1228,2839,677,171,6.3%,0.36,55.6%,,0.0,0.0,0.0,0.0,85.0,-1.0,-456.0,-1.0,0,160.0,160,882.0,0,18841.0,0,52.0,261,10679.0,46,14,29,0,0,KT
DnDn,K'Sante,TOP,14,0,4,2,0.5,197,0.0,,7.1,7901,284,18.3%,17.0,11.0,2.0,4.0,4,0.61,0.4,0.14,0.07,9.2%,9774,8091,1214,469,352,22.1%,0.07,33.3%,,0.0,0.0,0.0,0.0,-1287.0,-23.0,-993.0,-1.0,0,0.0,0,2113.0,0,28624.0,249,20.0,3407,23989.0,144,5,20,0,0,NS
Sylvie,Maokai,JUNGLE,13,1,4,4,1.3,145,111.0,,5.2,8561,308,19.8%,32.0,9.0,7.0,7.0,7,1.15,0.32,0.25,0.25,17.3%,10591,537,9487,567,381,24%,0.18,83.3%,,0.0,0.0,0.0,0.0,-219.0,-15.0,-670.0,-1.0,0,0.0,0,12086.0,0,24174.0,0,35.0,514,25396.0,104,8,20,250,0,NS
FIESTA,Azir,MID,15,1,2,3,2,259,4.0,,9.3,10247,369,23.7%,23.0,12.0,3.0,5.0,5,0.83,0.43,0.18,0.11,12.4%,10673,238,10435,0,384,24.2%,0.14,66.7%,,0.0,0.0,0.0,0.0,392.0,-9.0,68.0,0.0,0,0.0,0,1194.0,0,10494.0,0,8.0,161,14480.0,38,7,24,0,0,NS
Jiwoo,Nilah,ADC,15,3,5,2,1,238,0.0,,8.6,10524,379,24.3%,16.0,7.0,4.0,0.0,0,0.58,0.25,0.0,0.14,8.6%,9256,9196,0,60,333,21%,0.18,83.3%,,0.0,0.0,0.0,0.0,-1511.0,-27.0,-184.0,-1.0,0,0.0,0,3260.0,703,13663.0,240,7.0,134,17411.0,141,1,16,700,0,NS
Peter,Rakan,SUPPORT,11,1,3,4,1.7,35,0.0,,1.3,6019,217,13.9%,97.0,48.0,13.0,14.0,13,3.49,1.73,0.5,0.47,52.4%,3871,687,2117,1067,139,8.8%,0.18,83.3%,,0.0,0.0,0.0,0.0,-85.0,1.0,456.0,1.0,0,0.0,0,3394.0,1542,16806.0,1900,13.0,29,13166.0,58,16,26,50,0,NS
DnDn,K'Sante,TOP,16,4,3,2,2,262,0.0,,9.2,11738,411,23.4%,37.0,17.0,5.0,8.0,7,1.29,0.59,0.28,0.17,13.1%,12386,10085,1824,477,433,25.9%,0.21,42.9%,,0.0,0.0,0.0,0.0,893.0,9.0,412.0,0.0,0,317.0,317,2462.0,0,28125.0,0,42.0,3280,20887.0,76,10,29,300,150,NS
Sylvie,Vi,JUNGLE,13,3,3,5,2.7,174,149.0,,6.1,9960,348,19.9%,50.0,11.0,15.0,11.0,9,1.75,0.38,0.38,0.52,17.7%,7197,6508,0,689,252,15%,0.28,57.1%,,0.0,0.0,0.0,0.0,263.0,14.0,247.0,0.0,0,658.0,658,8664.0,0,23157.0,0,17.0,282,19281.0,120,12,28,0,0,NS
FIESTA,Ahri,MID,14,4,3,5,3,197,6.0,,6.9,9980,349,19.9%,62.0,28.0,11.0,11.0,10,2.17,0.98,0.38,0.38,21.9%,11712,1054,8063,2595,410,24.5%,0.31,64.3%,,1.0,0.0,0.0,0.0,886.0,-13.0,-69.0,0.0,0,306.0,306,2888.0,0,7350.0,0,10.0,43,13783.0,113,11,28,150,400,NS
Jiwoo,Zeri,ADC,14,2,5,8,2,286,12.0,,10.0,11694,409,23.3%,35.0,12.0,10.0,5.0,5,1.22,0.42,0.17,0.35,12.4%,12500,7134,5252,114,437,26.1%,0.35,71.4%,,0.0,0.0,0.0,0.0,-104.0,-7.0,136.0,0.0,0,1462.0,1462,1677.0,0,9682.0,0,5.0,131,15200.0,130,6,28,0,150,NS
Peter,Rell,SUPPORT,11,1,4,8,2.3,40,0.0,,1.4,6718,235,13.4%,99.0,55.0,11.0,17.0,16,3.46,1.92,0.59,0.38,35%,4071,503,2953,615,142,8.5%,0.31,64.3%,,0.0,0.0,0.0,0.0,212.0,-3.0,178.0,0.0,0,0.0,0,281.0,0,16404.0,0,36.0,135,11930.0,98,19,31,0,0,NS
Kiin,Malphite,TOP,16,2,2,11,6.5,228,0.0,,8.0,10767,377,19.1%,34.0,15.0,7.0,9.0,8,1.19,0.52,0.31,0.24,13.9%,14142,4522,9453,167,495,21.7%,0.45,72.2%,,0.0,0.0,0.0,0.0,-893.0,-9.0,-412.0,0.0,0,3507.0,3507,2762.0,0,43877.0,0,16.0,612,17204.0,81,11,26,50,150,KT
Cuzz,Viego,JUNGLE,15,6,2,8,7,185,158.0,,6.5,12279,430,21.8%,59.0,11.0,17.0,19.0,8,2.06,0.38,0.66,0.59,24.1%,14808,12825,1373,610,518,22.7%,0.49,77.8%,,0.0,0.0,0.0,0.0,-263.0,-14.0,-247.0,0.0,0,1455.0,1455,14499.0,0,19846.0,0,13.0,238,20486.0,42,9,28,100,150,KT
Bdd,Neeko,MID,15,2,2,11,6.5,211,0.0,,7.4,10658,373,18.9%,31.0,14.0,5.0,9.0,9,1.08,0.49,0.31,0.17,12.7%,14796,576,14220,0,518,22.7%,0.45,72.2%,,0.0,0.0,0.0,0.0,-886.0,13.0,69.0,0.0,0,3772.0,3772,411.0,0,5039.0,0,24.0,148,9655.0,38,11,27,50,150,KT
Aiming,Tristana,ADC,15,8,3,4,4,303,28.0,,10.6,15221,533,27%,34.0,13.0,10.0,3.0,3,1.19,0.45,0.1,0.35,13.9%,17817,15956,1727,134,623,27.4%,0.42,66.7%,,1.0,0.0,0.0,0.0,104.0,7.0,-136.0,0.0,0,15532.0,15532,2005.0,0,7906.0,0,4.0,106,8896.0,67,4,24,500,0,KT
Lehends,Nautilus,SUPPORT,12,0,5,12,2.4,44,0.0,,1.5,7400,259,13.1%,87.0,50.0,16.0,14.0,13,3.04,1.75,0.49,0.56,35.5%,3557,915,2189,453,124,5.5%,0.42,66.7%,,0.0,0.0,0.0,0.0,-212.0,3.0,-178.0,0.0,0,226.0,226,344.0,0,18730.0,0,29.0,203,13678.0,110,17,29,0,0,KT
Zeus,K'Sante,TOP,17,3,0,7,Perfect KDA,255,4.0,,9.1,12051,430,21.7%,28.0,9.0,6.0,6.0,5,1.0,0.32,0.21,0.21,11.8%,13522,11483,1195,844,483,24.3%,0.36,83.3%,,0.0,0.0,0.0,0.0,1078.0,47.0,991.0,0.0,0,3151.0,3151,5450.0,0,28718.0,77,24.0,2431,15941.0,0,9,29,50,0,T1
Oner,Maokai,JUNGLE,14,0,0,9,Perfect KDA,158,135.0,,5.6,10065,359,18.1%,53.0,10.0,15.0,8.0,8,1.89,0.36,0.29,0.54,22.3%,7793,445,7066,282,278,14%,0.32,75%,,0.0,0.0,0.0,0.0,-123.0,-11.0,-62.0,0.0,1,421.0,421,13043.0,1069,17952.0,0,25.0,297,16892.0,0,9,24,0,0,T1
Faker,Azir,MID,16,2,3,5,2.3,266,24.0,,9.5,12138,434,21.8%,28.0,13.0,7.0,4.0,4,1.0,0.46,0.14,0.25,11.8%,12019,80,11939,0,429,21.6%,0.25,58.3%,,0.0,0.0,0.0,0.0,471.0,-2.0,-111.0,0.0,0,8925.0,8925,1611.0,0,12219.0,0,6.0,197,15435.0,133,6,20,0,100,T1
Gumayusi,Xayah,ADC,15,5,1,5,10,275,25.0,,9.8,13286,475,23.9%,39.0,13.0,12.0,4.0,4,1.39,0.46,0.14,0.43,16.4%,16012,15657,177,178,572,28.7%,0.36,83.3%,,2.0,0.0,0.0,0.0,-157.0,6.0,-776.0,-1.0,0,5294.0,5294,3431.0,0,5468.0,0,5.0,52,11588.0,21,6,23,0,0,T1
Keria,Braum,SUPPORT,12,2,1,9,11,31,0.0,,1.1,8026,287,14.4%,90.0,50.0,9.0,13.0,13,3.21,1.79,0.46,0.32,37.8%,6362,642,4981,739,227,11.4%,0.39,91.7%,,1.0,0.0,0.0,0.0,-245.0,2.0,-109.0,0.0,0,1623.0,1623,1528.0,359,14362.0,767,22.0,111,11326.0,16,15,27,0,0,T1
Clear,Gwen,TOP,15,0,3,1,0.3,205,16.0,,7.3,8436,301,18.7%,21.0,6.0,5.0,3.0,3,0.75,0.21,0.11,0.18,8.4%,10215,589,6579,3047,365,22%,0.04,20%,,0.0,0.0,0.0,0.0,-1078.0,-47.0,-991.0,0.0,0,0.0,0,4177.0,0,17223.0,0,2.0,34,21066.0,85,5,22,0,0,LSB
Willer,Sejuani,JUNGLE,13,2,2,3,2.5,171,155.0,,6.1,8753,313,19.4%,41.0,15.0,7.0,13.0,13,1.46,0.54,0.46,0.25,16.5%,6712,3412,2697,603,240,14.5%,0.18,100%,1.0,0.0,0.0,0.0,0.0,123.0,11.0,62.0,0.0,0,0.0,0,14558.0,2176,38030.0,0,17.0,456,25839.0,84,14,26,100,0,LSB
Clozer,Tristana,MID,16,1,1,0,1,295,7.0,,10.5,11254,402,24.9%,29.0,10.0,10.0,2.0,1,1.04,0.36,0.07,0.36,11.6%,11301,9780,1521,0,404,24.4%,0.04,20%,,0.0,0.0,0.0,0.0,-471.0,2.0,111.0,0.0,0,5574.0,5574,6615.0,0,13964.0,0,3.0,36,15192.0,0,3,25,0,50,LSB
Teddy,Kai'Sa,ADC,14,1,2,3,2,274,0.0,,9.8,10681,381,23.6%,61.0,25.0,12.0,4.0,4,2.18,0.89,0.14,0.43,24.5%,15008,5664,9164,180,536,32.4%,0.14,80%,,0.0,0.0,0.0,0.0,157.0,-6.0,776.0,1.0,0,0.0,0,1066.0,0,6446.0,0,2.0,17,9937.0,39,7,22,0,0,LSB
Kael,Leona,SUPPORT,10,1,4,3,1,31,0.0,,1.1,6078,217,13.4%,97.0,52.0,13.0,19.0,17,3.46,1.86,0.68,0.46,39%,3092,759,1811,522,110,6.7%,0.14,80%,,0.0,0.0,0.0,0.0,245.0,-2.0,109.0,0.0,0,0.0,0,27.0,0,11925.0,662,29.0,109,10915.0,118,21,34,0,0,LSB
Clear,K'Sante,TOP,3,4,1,12,16,369,,,9.1,0,0,0%,,,,,0,,0.0,0.0,0.0,,0,0,0,0,0,0%,0.39,59.3%,,,,,,,,,,0,,0,,0,,0,,21,,0,1,3,0,0,LSB
Willer,Nocturne,JUNGLE,3,6,3,11,5.7,259,,,6.4,0,0,0%,,,,,0,,0.0,0.0,0.0,,0,0,0,0,0,0%,0.42,63%,,,,,,,,,,0,,0,,0,,0,,2,,0,1,2,0,0,LSB
Clozer,Ahri,MID,4,8,3,10,6,367,,,9.0,0,0,0%,,,,,0,,0.0,0.0,0.0,,0,0,0,0,0,0%,0.44,66.7%,,,,,,,,,,0,,0,,0,,0,,2,,0,2,4,0,0,LSB
Teddy,Kai'Sa,ADC,3,8,3,15,7.7,469,,,11.5,0,0,0%,,,,,0,,0.0,0.0,0.0,,0,0,0,0,0,0%,0.56,85.2%,,,,,,,,,,0,,0,,0,,0,,0,,0,1,3,0,0,LSB
Kael,Rell,SUPPORT,3,1,2,21,11,35,,,0.9,0,0,0%,,,,,0,,0.0,0.0,0.0,,0,0,0,0,0,0%,0.54,81.5%,,,,,,,,,,0,,0,,0,,0,,16,,0,2,4,0,0,LSB
Zeus,Gnar,TOP,3,3,2,8,5.5,436,,,10.7,0,0,0%,,,,,0,,0.0,0.0,0.0,,0,0,0,0,0,0%,0.27,91.7%,,,,,,,,,,0,,0,,0,,0,,24,,0,1,3,0,0,T1
Oner,Sejuani,JUNGLE,4,1,6,6,1.2,186,,,4.6,0,0,0%,,,,,0,,0.0,0.0,0.0,,0,0,0,0,0,0%,0.17,58.3%,,,,,,,,,,0,,0,,0,,0,,100,,0,1,3,0,0,T1
Faker,Tristana,MID,4,1,8,6,0.9,356,,,8.7,0,0,0%,,,,,0,,0.0,0.0,0.0,,0,0,0,0,0,0%,0.17,58.3%,,,,,,,,,,0,,0,,0,,0,,4,,0,1,2,0,0,T1
Gumayusi,Zeri,ADC,2,7,5,4,2.2,463,,,11.4,0,0,0%,,,,,0,,0.0,0.0,0.0,,0,0,0,0,0,0%,0.27,91.7%,,,,,,,,,,0,,0,,0,,0,,0,,0,1,3,0,0,T1
Keria,Xayah,SUPPORT,2,0,6,11,1.8,46,,,1.1,0,0,0%,,,,,0,,0.0,0.0,0.0,,0,0,0,0,0,0%,0.27,91.7%,,,,,,,,,,0,,0,,52,,53,,0,,0,2,6,0,0,T1
Zeus,Maokai,TOP,18,0,1,13,13,247,0.0,,7.8,12489,393,18.7%,29.0,10.0,1.0,6.0,5,0.91,0.31,0.19,0.03,9.6%,13123,1158,11965,0,413,14.8%,0.41,61.9%,,0.0,0.0,0.0,0.0,400.0,2.0,477.0,0.0,0,6463.0,6463,13679.0,0,38396.0,0,49.0,417,29030.0,44,8,28,0,0,T1
Oner,Lee Sin,JUNGLE,17,6,0,9,Perfect KDA,216,167.0,,6.8,14416,454,21.6%,63.0,23.0,15.0,12.0,12,1.98,0.72,0.38,0.47,20.8%,15076,12361,2269,446,475,17%,0.47,71.4%,,0.0,0.0,0.0,0.0,1346.0,-3.0,284.0,0.0,0,1907.0,1907,21199.0,0,41180.0,1378,17.0,504,28126.0,0,13,30,0,0,T1
Faker,Xerath,MID,18,5,3,10,5,270,12.0,,8.5,13514,426,20.3%,54.0,17.0,3.0,6.0,6,1.7,0.54,0.19,0.09,17.8%,25422,193,25165,64,801,28.6%,0.47,71.4%,1.0,0.0,0.0,0.0,0.0,-617.0,-20.0,-1038.0,-1.0,0,477.0,477,1451.0,0,7059.0,0,15.0,216,11753.0,131,8,28,50,150,T1
Gumayusi,Xayah,ADC,17,10,0,7,Perfect KDA,355,51.0,,11.2,17035,537,25.5%,33.0,12.0,9.0,5.0,5,1.04,0.38,0.16,0.28,10.9%,30212,29878,11,323,952,34%,0.54,81%,,1.0,2.0,0.0,0.0,164.0,7.0,-216.0,0.0,0,13279.0,13279,7524.0,0,7253.0,0,10.0,135,12736.0,0,6,24,0,0,T1
Keria,Rakan,SUPPORT,14,0,0,19,Perfect KDA,55,0.0,,1.7,9236,291,13.8%,124.0,51.0,26.0,17.0,15,3.91,1.61,0.54,0.82,40.9%,5106,757,3474,875,161,5.7%,0.6,90.5%,,0.0,0.0,0.0,0.0,409.0,10.0,241.0,0.0,0,1314.0,1314,11501.0,4243,18026.0,3109,22.0,50,11974.0,0,19,34,0,0,T1
Clear,Jax,TOP,16,2,5,1,0.6,279,16.0,,8.8,11735,370,23%,27.0,11.0,3.0,3.0,3,0.85,0.35,0.09,0.09,9.7%,16539,7972,8567,0,521,25%,0.09,75%,,0.0,0.0,0.0,0.0,-400.0,-2.0,-477.0,0.0,0,5556.0,5556,4016.0,0,24529.0,0,12.0,145,28012.0,161,5,29,150,50,LSB
Willer,Sejuani,JUNGLE,14,0,4,2,0.5,177,153.0,,5.6,9031,284,17.7%,55.0,21.0,14.0,21.0,19,1.73,0.66,0.66,0.44,19.7%,5023,2497,2330,196,158,7.6%,0.06,50%,,0.0,0.0,0.0,0.0,-1346.0,3.0,-284.0,0.0,0,0.0,0,11407.0,2430,41822.0,0,13.0,375,32329.0,140,23,38,0,0,LSB
Clozer,Azir,MID,16,2,5,0,0.4,301,1.0,,9.5,12013,378,23.6%,46.0,15.0,13.0,7.0,6,1.45,0.47,0.22,0.41,16.5%,22455,137,22318,0,707,34%,0.06,50%,,0.0,0.0,0.0,0.0,617.0,20.0,1038.0,1.0,0,2920.0,2920,534.0,0,12970.0,0,10.0,218,18697.0,179,9,24,0,0,LSB
Teddy,Ezreal,ADC,16,0,3,2,0.7,324,17.0,,10.2,11804,372,23.2%,34.0,15.0,5.0,6.0,5,1.07,0.47,0.19,0.16,12.2%,19619,12549,6757,313,618,29.7%,0.06,50%,,0.0,0.0,0.0,0.0,-164.0,-7.0,216.0,0.0,0,0.0,0,4339.0,0,10392.0,0,5.0,142,16191.0,85,8,25,0,0,LSB
Kael,Leona,SUPPORT,11,0,4,2,0.5,40,0.0,,1.3,6397,201,12.5%,117.0,61.0,14.0,19.0,17,3.69,1.92,0.6,0.44,41.9%,2446,602,1239,605,77,3.7%,0.06,50%,,0.0,0.0,0.0,0.0,-409.0,-10.0,-241.0,0.0,0,0.0,0,904.0,0,18552.0,953,25.0,130,15156.0,107,21,35,0,0,LSB
kingen,K'Sante,TOP,14,2,5,7,1.8,172,0.0,,5.7,8849,291,17.2%,27.0,13.0,3.0,5.0,3,0.89,0.43,0.16,0.1,12.7%,9079,8091,311,677,298,13.4%,0.3,75%,,0.0,0.0,0.0,0.0,-743.0,-40.0,-1456.0,-1.0,0,0.0,0,1960.0,0,35237.0,98,34.0,1602,26877.0,154,6,22,0,0,HLE
Grizzly,Wukong,JUNGLE,14,1,6,7,1.3,152,124.0,,5.0,9533,313,18.5%,39.0,10.0,10.0,7.0,6,1.28,0.33,0.23,0.33,18.4%,7153,6048,836,269,235,10.5%,0.26,66.7%,,0.0,0.0,0.0,0.0,-36.0,-20.0,-285.0,0.0,0,3168.0,3168,11956.0,0,24393.0,0,13.0,197,32419.0,189,8,25,150,0,HLE
Zeka,Azir,MID,16,4,5,4,1.6,270,8.0,,8.9,13090,430,25.5%,20.0,14.0,2.0,4.0,4,0.66,0.46,0.13,0.07,9.4%,22568,242,22326,0,742,33.3%,0.26,66.7%,,0.0,0.0,0.0,0.0,-1518.0,-21.0,-1381.0,-1.0,0,1515.0,1515,762.0,0,17126.0,0,13.0,214,23636.0,210,6,28,1350,0,HLE
